12158,18166611
12158,615813
12158,68003
12158,15643073
12158,7552082
12158,48903
12158,12277182
12158,14503
12158,14733
12158,17673
12158,9796452
12158,949521
12158,11661
12158,8501792
12158,7400342
12158,646533
12158,4833
12158,2727051
12158,34163
12158,9655342
12158,12534
12158,3325171
12158,6740642
12158,648873
12158,15062954
12158,60273
12158,35943
12158,12741
12158,12591
12158,656673
12158,23487693
12158,95028210
12158,14112756
12158,10336822
12158,16866701
12158,15153
12158,5905672
12158,14477161
12158,60033
12158,14763
12158,12830
12158,15736190
12158,6545732
12158,644463
12158,14334873
12158,24763
12158,13567
12158,7738402
12158,4664501
12158,60463
12158,714033
12158,644603
12158,11250
12158,13721662
12158,18742918
12158,799212
12158,1729441
12158,61133
12158,15212750
12158,12161
12158,10951232
12161,7738402
12161,11963132
12161,14503
12161,13567
12161,60033
12161,18214171
12161,60463
12161,11661
12161,14108346
12161,12741
12161,34163
12161,61133
12161,12158
12161,656673
12161,11250
12161,12591
12161,82433
12161,5827
12161,24763
12161,68003
12161,3325171
12161,714033
12161,15736190
12161,14257869
12161,648873
12161,2334221
12161,4833
12161,48903
12161,17673
12161,60273
12161,5868362
12161,12830
12161,33423
12161,14733
12161,15153
12161,33923
12161,9655342
12161,14763
12161,646533
12161,14112756
12161,25993
12161,1235161
12161,949521
12161,4664501
12591,193563775
12591,9085252
12591,13889622
12591,646533
12591,34163
12591,12069912
12591,18214171
12591,14733
12591,668253
12591,13567
12591,60033
12591,12158
12591,11000562
12591,14108346
12591,949521
12591,20469167
12591,4833
12591,9655342
12591,799212
12591,648873
12591,33923
12591,10545
12591,5868362
12591,12496
12591,849101
12591,11963132
12591,22253
12591,17346623
12591,12555
12591,68003
12591,18638800
12591,82433
12591,11250
12591,4664501
12591,14503
12591,14601788
12591,8207832
12591,5569522
12591,656673
12591,12741
12591,7372912
12591,11661
12591,12534
12591,1504011
12591,61133
12591,60463
12591,25993
12591,9796452
12591,2727051
12591,7738402
12591,10336822
12591,9463382
12591,1768351
12591,12161
12591,12830
12591,13212522
12591,18742918
12591,11818
12591,15396961
12591,637373
12591,36253
12591,3325171
12591,6740642
12591,14538913
12591,8752622
12591,793830
12591,14112756
12591,15736190
12741,9085252
12741,11818
12741,18214171
12741,11963132
12741,10951232
12741,8501792
12741,644463
12741,1271901
12741,22253
12741,33501239
12741,11661
12741,14763
12741,36253
12741,1295001
12741,17473973
12741,34163
12741,7738402
12741,17673
12741,2334221
12741,15153
12741,356663
12741,12158
12741,95028210
12741,15643073
12741,60463
12741,25993
12741,13212522
12741,180505807
12741,12534
12741,14112756
12741,3325171
