4257571,36735522
4257571,77155969
4257571,2100521
4257571,14205820
4257571,19624836
4257571,10350
4257571,5877292
4257571,4202701
4257571,19098937
4257571,19725644
4257571,36472707
4257571,3020571
4257571,1183041
4257571,7697812
4257571,242222569
4257571,5658692
4257571,19662799
4257571,16079245
4257571,15640533
4257571,93905958
4257571,176297531
4257571,83883736
4257571,22872643
4257571,7434902
4257571,682463
4257571,14521530
4257571,12611642
4257571,736293
4257571,142877809
4257571,8708012
4257571,6068612
4257571,106894107
4257571,9713422
4257571,75641903
4257571,17944870
4257571,59727190
4257571,20718199
4257571,8914942
4257571,29336648
4257571,3442781
4257571,4620451
4257571,10810102
4257571,930061
4257571,175629426
4257571,15842301
4257571,14563376
4257571,4050671
4257571,18393773
4257571,5878842
4257571,19553393
4257571,14482052
4257571,2735631
4257571,98035778
4257571,19372697
4257571,43814349
4257571,14411797
4257571,14348594
4257571,14824849
4257571,15259106
4257571,5334
4257571,20607358
4257571,14769234
4257571,49990840
4257571,14506253
4257571,22575398
4257571,46023
4257571,15392494
4257571,15636212
4257571,16971994
4257571,15319993
4257571,14655436
4257571,809760
4257571,23045297
4257571,471323
4257571,19092024
4257571,7388802
4257571,8732012
4257571,13104722
4257571,19550535
4257571,95357338
5763262,33423
5763262,14824849
5763262,12
5763262,3829151
5763262,1835411
5763262,75641903
5763262,1344951
5763262,17220817
5763262,30313925
5763262,10350
5763262,66369206
5763262,428333
5763262,15485441
5763262,1652541
5763262,418
5763262,930061
5763262,115485051
5763262,657863
14411797,9713422
14411797,15319993
14411797,16971994
14411797,7388802
14411797,23045297
14411797,8732012
14411797,766195
14411797,59727190
14411797,20718199
14411797,14740219
14411797,15392494
14411797,17791088
14411797,22575398
14411797,4048421
14411797,8708012
14411797,14521530
14411797,14829912
14411797,22575703
14411797,4257571
14411797,5658692
14411797,128321519
14411797,6370862
14411797,14655436
14411797,5334
14411797,3442781
14411797,19092024
14411797,17944870
14411797,4050671
14411797,257789529
14411797,15842301
14411797,14482052
14411797,5878842
14411797,6068612
14411797,405056781
14411797,14506253
14411797,15432058
14411797,39797585
14411797,83883736
14411797,12277852
14411797,118483749
14411797,2960721
14411797,11348282
14411797,12994322
14411797,43814349
14411797,46023
14411797,1183041
14411797,14329770
14411797,930061
14411797,16562949
14411797,93905958
14411797,4519121
14411797,98035778
14411797,19624836
14411797,19553393
14411797,5877292
14411797,33423
14411797,14205820
14411797,106894107
14411797,29336648
14411797,16571907
14411797,682463
176297531,4257571
176297531,14411797
176297531,5763262
