12,9624742
12,418
12,10350
12,62581962
12,90484508
12,14293310
12,939091
12,14824849
12,2735631
12,46220856
12,949521
12,428333
12,5763262
12,61133
12,17220934
12,20713061
12,8161232
12,813286
12,18215973
12,14458660
12,19394188
12,22017602
12,16160352
12,15846407
12,18206161
12,657863
12,451586190
12,31353077
12,115485051
12,15808765
12,7846
12,14693823
12,14331688
12,20609518
813286,61133
813286,9508922
813286,1183041
813286,74673
813286,7350962
813286,20713061
813286,18608514
813286,12
813286,14513842
813286,7861312
813286,18805644
813286,15222719
813286,8464692
813286,10386662
813286,14326840
813286,11640472
813286,16513135
813286,33423
813286,9624742
813286,15249156
813286,409486555
813286,17446998
813286,15227368
813286,21010214
813286,7846
813286,131144091
813286,16001975
813286,10350
813286,30973
813286,17403531
813286,17220934
813286,16157855
813286,8161232
813286,17169854
813286,17469289
813286,14252975
813286,12311462
813286,6519522
813286,23105968
813286,2735631
813286,930061
813286,14500709
813286,12860392
813286,15976697
813286,18206161
813286,14596798
813286,44177383
813286,16197538
813286,657863
813286,14293310
813286,14344784
813286,7259302
813286,19550535
813286,8274792
813286,16168089
813286,14345566
813286,14335880
813286,30313925
813286,809010
813286,1050111
813286,16909728
813286,856731
813286,949521
813286,3829151
813286,17375110
813286,15640533
813286,12044602
813286,15581992
813286,16624180
813286,18993395
813286,4620451
813286,14457787
813286,14704316
939091,813286
939091,409486555
1652541,30313925
2704951,15976697
2704951,20713061
2704951,18791763
2704951,46176168
2704951,15985455
2704951,16624180
2704951,19394188
2704951,18020081
2704951,17818461
2704951,5357812
2704951,18906561
2704951,7713202
2704951,17078632
2704951,11640472
2704951,12
2704951,7259302
2704951,15416505
2704951,20608910
2704951,10615232
2704951,9508922
2704951,7841652
2704951,12044602
2704951,20823648
2704951,41634520
2704951,1050111
2704951,15513604
3108351,28175577
3108351,28164923
3108351,28135853
5357812,18791763
5357812,1050111
5357812,12044602
5357812,18805644
5357812,20713061
5357812,26533227
5357812,17818461
5357812,18277655
5357812,15976697
5357812,17078632
5357812,7713202
5357812,21010214
5357812,15985455
5357812,9508922
5357812,18020081
5357812,17872744
5357812,128393253
5357812,16031927
5357812,2704951
6519522,15736190
6519522,44177383
6519522,15473958
6519522,130649891
6519522,66369181
6519522,18791763
6519522,12
6519522,20608910
6519522,19802879
6519522,65691824
6519522,16613128
6519522,16834046
6519522,19394188
6519522,14159148
6519522,15165493
6519522,11640472
6519522,85891683
6519522,54900089
6519522,3108351
6519522,22799750
6519522,191613738
6519522,18215973
6519522,15808765
6519522,16160352
6519522,66369206
6519522,14293310
6519522,12044602
6519522,20713061
6519522,15807856
6519522,428333
6519522,37666984
6519522,17469289
6519522,14331688
6519522,15846407
6519522,14669951
6519522,15513604
6519522,65493023
6519522,16513135
6519522,33933259
6519522,15647676
6519522,15976697
6519522,18481050
6519522,16619832
6519522,17220934
6519522,113420831
6519522,30313925
6519522,11348282
6519522,657863
6519522,16031927
6519522,15416505
6519522,25073877
6519522,10615232
6519522,17078632
6519522,50055701
6519522,23970102
6519522,25589776
6519522,78408666
6519522,23503181
6519522,28175577
6519522,15165502
6519522,1652541
6519522,1344951
6519522,813286
6519522,14883401
6519522,15519544
6519522,41634520
6519522,25376735
6519522,9624742
6519522,16157855
6519522,18906561
7259302,16157855
7259302,15485441
7259302,131599699
7259302,107125748
7259302,9624742
7259302,122207745
7259302,22055109
7259302,813286
7259302,451586190
7259302,20713061
7259302,19394188
7259302,14924233
